Algorithm	Rank	Accuracy	Non-word Length	Corpus
Aspell with Jaro-Winkler	70	1.0	15	Aspell
Aspell with Jaro-Winkler	80	1.0	15	Aspell
Aspell with Jaro-Winkler	90	1.0	15	Aspell
Aspell with Jaro-Winkler	100	1.0	15	Aspell
Random Forest	1	0.36021188934667453	-1	Holbrook
Random Forest	2	0.4526191877575044	-1	Holbrook
Random Forest	3	0.4961742201294879	-1	Holbrook
Random Forest	4	0.5155974102413184	-1	Holbrook
Random Forest	5	0.5279576221306651	-1	Holbrook
Random Forest	6	0.5426721600941731	-1	Holbrook
Random Forest	7	0.5550323719835197	-1	Holbrook
Random Forest	8	0.5626839317245439	-1	Holbrook
Random Forest	9	0.5750441436138906	-1	Holbrook
Random Forest	10	0.5838728663919953	-1	Holbrook
Random Forest	20	0.6409652736904061	-1	Holbrook
Random Forest	30	0.6409652736904061	-1	Holbrook
Random Forest	40	0.6409652736904061	-1	Holbrook
Random Forest	50	0.6409652736904061	-1	Holbrook
Random Forest	60	0.6409652736904061	-1	Holbrook
Random Forest	70	0.6409652736904061	-1	Holbrook
Random Forest	80	0.6409652736904061	-1	Holbrook
Random Forest	90	0.6409652736904061	-1	Holbrook
Random Forest	100	0.6409652736904061	-1	Holbrook
Random Forest	1	0.3333333333333333	1	Holbrook
Random Forest	2	0.3333333333333333	1	Holbrook
Random Forest	3	0.5	1	Holbrook
Random Forest	4	0.5	1	Holbrook
Random Forest	5	0.5	1	Holbrook
Random Forest	6	0.5	1	Holbrook
Random Forest	7	0.5	1	Holbrook
Random Forest	8	0.5	1	Holbrook
Random Forest	9	0.5	1	Holbrook
Random Forest	10	0.5	1	Holbrook
Random Forest	20	0.5	1	Holbrook
Random Forest	30	0.5	1	Holbrook
Random Forest	40	0.5	1	Holbrook
Random Forest	50	0.5	1	Holbrook
Random Forest	60	0.5	1	Holbrook
Random Forest	70	0.5	1	Holbrook
Random Forest	80	0.5	1	Holbrook
Random Forest	90	0.5	1	Holbrook
Random Forest	100	0.5	1	Holbrook
Random Forest	1	0.09523809523809523	2	Holbrook
Random Forest	2	0.15873015873015872	2	Holbrook
Random Forest	3	0.2222222222222222	2	Holbrook
Random Forest	4	0.23809523809523808	2	Holbrook
Random Forest	5	0.23809523809523808	2	Holbrook
Random Forest	6	0.23809523809523808	2	Holbrook
Random Forest	7	0.25396825396825395	2	Holbrook
Random Forest	8	0.25396825396825395	2	Holbrook
Random Forest	9	0.31746031746031744	2	Holbrook
Random Forest	10	0.3333333333333333	2	Holbrook
Random Forest	20	0.5238095238095238	2	Holbrook
Random Forest	30	0.5238095238095238	2	Holbrook
Random Forest	40	0.5238095238095238	2	Holbrook
Random Forest	50	0.5238095238095238	2	Holbrook
Random Forest	60	0.5238095238095238	2	Holbrook
Random Forest	70	0.5238095238095238	2	Holbrook
Random Forest	80	0.5238095238095238	2	Holbrook
Random Forest	90	0.5238095238095238	2	Holbrook
Random Forest	100	0.5238095238095238	2	Holbrook
Random Forest	1	0.16990291262135923	3	Holbrook
Random Forest	2	0.3058252427184466	3	Holbrook
Random Forest	3	0.3640776699029126	3	Holbrook
Random Forest	4	0.4029126213592233	3	Holbrook
Random Forest	5	0.4029126213592233	3	Holbrook
Random Forest	6	0.4029126213592233	3	Holbrook
Random Forest	7	0.42718446601941745	3	Holbrook
Random Forest	8	0.4368932038834951	3	Holbrook
Random Forest	9	0.4563106796116505	3	Holbrook
Random Forest	10	0.470873786407767	3	Holbrook
Random Forest	20	0.5631067961165048	3	Holbrook
Random Forest	30	0.5631067961165048	3	Holbrook
Random Forest	40	0.5631067961165048	3	Holbrook
Random Forest	50	0.5631067961165048	3	Holbrook
Random Forest	60	0.5631067961165048	3	Holbrook
Random Forest	70	0.5631067961165048	3	Holbrook
Random Forest	80	0.5631067961165048	3	Holbrook
Random Forest	90	0.5631067961165048	3	Holbrook
Random Forest	100	0.5631067961165048	3	Holbrook
Random Forest	1	0.23857868020304568	4	Holbrook
Random Forest	2	0.3096446700507614	4	Holbrook
Random Forest	3	0.3680203045685279	4	Holbrook
Random Forest	4	0.37817258883248733	4	Holbrook
Random Forest	5	0.38578680203045684	4	Holbrook
Random Forest	6	0.39847715736040606	4	Holbrook
Random Forest	7	0.4086294416243655	4	Holbrook
Random Forest	8	0.41624365482233505	4	Holbrook
Random Forest	9	0.43147208121827413	4	Holbrook
Random Forest	10	0.44416243654822335	4	Holbrook
Random Forest	20	0.5355329949238579	4	Holbrook
Random Forest	30	0.5355329949238579	4	Holbrook
Random Forest	40	0.5355329949238579	4	Holbrook
Random Forest	50	0.5355329949238579	4	Holbrook
Random Forest	60	0.5355329949238579	4	Holbrook
Random Forest	70	0.5355329949238579	4	Holbrook
Random Forest	80	0.5355329949238579	4	Holbrook
Random Forest	90	0.5355329949238579	4	Holbrook
Random Forest	100	0.5355329949238579	4	Holbrook
Random Forest	1	0.3742857142857143	5	Holbrook
Random Forest	2	0.47714285714285715	5	Holbrook
Random Forest	3	0.5085714285714286	5	Holbrook
Random Forest	4	0.5285714285714286	5	Holbrook
Random Forest	5	0.5371428571428571	5	Holbrook
Random Forest	6	0.56	5	Holbrook
Random Forest	7	0.5685714285714286	5	Holbrook
Random Forest	8	0.5742857142857143	5	Holbrook
Random Forest	9	0.5857142857142857	5	Holbrook
Random Forest	10	0.6	5	Holbrook
Random Forest	20	0.6514285714285715	5	Holbrook
Random Forest	30	0.6514285714285715	5	Holbrook
Random Forest	40	0.6514285714285715	5	Holbrook
Random Forest	50	0.6514285714285715	5	Holbrook
Random Forest	60	0.6514285714285715	5	Holbrook
Random Forest	70	0.6514285714285715	5	Holbrook
Random Forest	80	0.6514285714285715	5	Holbrook
Random Forest	90	0.6514285714285715	5	Holbrook
Random Forest	100	0.6514285714285715	5	Holbrook
Random Forest	1	0.44274809160305345	6	Holbrook
Random Forest	2	0.5419847328244275	6	Holbrook
Random Forest	3	0.5801526717557252	6	Holbrook
Random Forest	4	0.5992366412213741	6	Holbrook
Random Forest	5	0.6221374045801527	6	Holbrook
Random Forest	6	0.6412213740458015	6	Holbrook
Random Forest	7	0.6526717557251909	6	Holbrook
Random Forest	8	0.6679389312977099	6	Holbrook
Random Forest	9	0.6755725190839694	6	Holbrook
Random Forest	10	0.6793893129770993	6	Holbrook
Random Forest	20	0.7061068702290076	6	Holbrook
Random Forest	30	0.7061068702290076	6	Holbrook
Random Forest	40	0.7061068702290076	6	Holbrook
Random Forest	50	0.7061068702290076	6	Holbrook
Random Forest	60	0.7061068702290076	6	Holbrook
Random Forest	70	0.7061068702290076	6	Holbrook
Random Forest	80	0.7061068702290076	6	Holbrook
Random Forest	90	0.7061068702290076	6	Holbrook
Random Forest	100	0.7061068702290076	6	Holbrook
Random Forest	1	0.4540540540540541	7	Holbrook
Random Forest	2	0.5567567567567567	7	Holbrook
Random Forest	3	0.5837837837837838	7	Holbrook
Random Forest	4	0.6162162162162163	7	Holbrook
Random Forest	5	0.6378378378378379	7	Holbrook
Random Forest	6	0.6486486486486487	7	Holbrook
Random Forest	7	0.6594594594594595	7	Holbrook
Random Forest	8	0.6702702702702703	7	Holbrook
Random Forest	9	0.6756756756756757	7	Holbrook
Random Forest	10	0.6756756756756757	7	Holbrook
Random Forest	20	0.6918918918918919	7	Holbrook
Random Forest	30	0.6918918918918919	7	Holbrook
Random Forest	40	0.6918918918918919	7	Holbrook
Random Forest	50	0.6918918918918919	7	Holbrook
Random Forest	60	0.6918918918918919	7	Holbrook
Random Forest	70	0.6918918918918919	7	Holbrook
Random Forest	80	0.6918918918918919	7	Holbrook
Random Forest	90	0.6918918918918919	7	Holbrook
Random Forest	100	0.6918918918918919	7	Holbrook
Random Forest	1	0.5757575757575758	8	Holbrook
Random Forest	2	0.6363636363636364	8	Holbrook
Random Forest	3	0.6767676767676768	8	Holbrook
Random Forest	4	0.6767676767676768	8	Holbrook
Random Forest	5	0.6868686868686869	8	Holbrook
Random Forest	6	0.7171717171717171	8	Holbrook
Random Forest	7	0.7272727272727273	8	Holbrook
Random Forest	8	0.7272727272727273	8	Holbrook
Random Forest	9	0.7272727272727273	8	Holbrook
Random Forest	10	0.7272727272727273	8	Holbrook
Random Forest	20	0.7474747474747475	8	Holbrook
Random Forest	30	0.7474747474747475	8	Holbrook
Random Forest	40	0.7474747474747475	8	Holbrook
Random Forest	50	0.7474747474747475	8	Holbrook
Random Forest	60	0.7474747474747475	8	Holbrook
Random Forest	70	0.7474747474747475	8	Holbrook
Random Forest	80	0.7474747474747475	8	Holbrook
Random Forest	90	0.7474747474747475	8	Holbrook
Random Forest	100	0.7474747474747475	8	Holbrook
Random Forest	1	0.6176470588235294	9	Holbrook
Random Forest	2	0.7058823529411765	9	Holbrook
Random Forest	3	0.7205882352941176	9	Holbrook
Random Forest	4	0.7352941176470589	9	Holbrook
Random Forest	5	0.7647058823529411	9	Holbrook
Random Forest	6	0.7941176470588235	9	Holbrook
Random Forest	7	0.8088235294117647	9	Holbrook
Random Forest	8	0.8088235294117647	9	Holbrook
Random Forest	9	0.8088235294117647	9	Holbrook
Random Forest	10	0.8088235294117647	9	Holbrook
Random Forest	20	0.8088235294117647	9	Holbrook
Random Forest	30	0.8088235294117647	9	Holbrook
Random Forest	40	0.8088235294117647	9	Holbrook
Random Forest	50	0.8088235294117647	9	Holbrook
Random Forest	60	0.8088235294117647	9	Holbrook
Random Forest	70	0.8088235294117647	9	Holbrook
Random Forest	80	0.8088235294117647	9	Holbrook
Random Forest	90	0.8088235294117647	9	Holbrook
Random Forest	100	0.8088235294117647	9	Holbrook
Random Forest	1	0.7948717948717948	10	Holbrook
Random Forest	2	0.8717948717948718	10	Holbrook
Random Forest	3	0.8717948717948718	10	Holbrook
Random Forest	4	0.8974358974358975	10	Holbrook
Random Forest	5	0.9230769230769231	10	Holbrook
Random Forest	6	0.9230769230769231	10	Holbrook
Random Forest	7	0.9230769230769231	10	Holbrook
Random Forest	8	0.9230769230769231	10	Holbrook
Random Forest	9	0.9230769230769231	10	Holbrook
Random Forest	10	0.9230769230769231	10	Holbrook
Random Forest	20	0.9230769230769231	10	Holbrook
Random Forest	30	0.9230769230769231	10	Holbrook
Random Forest	40	0.9230769230769231	10	Holbrook
Random Forest	50	0.9230769230769231	10	Holbrook
Random Forest	60	0.9230769230769231	10	Holbrook
Random Forest	70	0.9230769230769231	10	Holbrook
Random Forest	80	0.9230769230769231	10	Holbrook
Random Forest	90	0.9230769230769231	10	Holbrook
Random Forest	100	0.9230769230769231	10	Holbrook
Random Forest	1	0.6	11	Holbrook
Random Forest	2	0.6666666666666666	11	Holbrook
Random Forest	3	0.6666666666666666	11	Holbrook
Random Forest	4	0.6666666666666666	11	Holbrook
Random Forest	5	0.7333333333333333	11	Holbrook
Random Forest	6	0.7333333333333333	11	Holbrook
Random Forest	7	0.7333333333333333	11	Holbrook
Random Forest	8	0.7333333333333333	11	Holbrook
Random Forest	9	0.7333333333333333	11	Holbrook
Random Forest	10	0.7333333333333333	11	Holbrook
Random Forest	20	0.7333333333333333	11	Holbrook
Random Forest	30	0.7333333333333333	11	Holbrook
Random Forest	40	0.7333333333333333	11	Holbrook
Random Forest	50	0.7333333333333333	11	Holbrook
Random Forest	60	0.7333333333333333	11	Holbrook
Random Forest	70	0.7333333333333333	11	Holbrook
Random Forest	80	0.7333333333333333	11	Holbrook
Random Forest	90	0.7333333333333333	11	Holbrook
Random Forest	100	0.7333333333333333	11	Holbrook
Random Forest	1	0.3	12	Holbrook
Random Forest	2	0.3	12	Holbrook
Random Forest	3	0.6	12	Holbrook
Random Forest	4	0.6	12	Holbrook
Random Forest	5	0.6	12	Holbrook
Random Forest	6	0.6	12	Holbrook
Random Forest	7	0.7	12	Holbrook
Random Forest	8	0.7	12	Holbrook
Random Forest	9	0.7	12	Holbrook
Random Forest	10	0.7	12	Holbrook
Random Forest	20	0.7	12	Holbrook
Random Forest	30	0.7	12	Holbrook
Random Forest	40	0.7	12	Holbrook
Random Forest	50	0.7	12	Holbrook
Random Forest	60	0.7	12	Holbrook
Random Forest	70	0.7	12	Holbrook
Random Forest	80	0.7	12	Holbrook
Random Forest	90	0.7	12	Holbrook
Random Forest	100	0.7	12	Holbrook
Random Forest	1	1.0	13	Holbrook
Random Forest	2	1.0	13	Holbrook
Random Forest	3	1.0	13	Holbrook
Random Forest	4	1.0	13	Holbrook
Random Forest	5	1.0	13	Holbrook
Random Forest	6	1.0	13	Holbrook
Random Forest	7	1.0	13	Holbrook
Random Forest	8	1.0	13	Holbrook
Random Forest	9	1.0	13	Holbrook
Random Forest	10	1.0	13	Holbrook
Random Forest	20	1.0	13	Holbrook
Random Forest	30	1.0	13	Holbrook
Random Forest	40	1.0	13	Holbrook
Random Forest	50	1.0	13	Holbrook
Random Forest	60	1.0	13	Holbrook
Random Forest	70	1.0	13	Holbrook
Random Forest	80	1.0	13	Holbrook
Random Forest	90	1.0	13	Holbrook
Random Forest	100	1.0	13	Holbrook
Random Forest	1	1.0	14	Holbrook
Random Forest	2	1.0	14	Holbrook
Random Forest	3	1.0	14	Holbrook
Random Forest	4	1.0	14	Holbrook
Random Forest	5	1.0	14	Holbrook
Random Forest	6	1.0	14	Holbrook
Random Forest	7	1.0	14	Holbrook
Random Forest	8	1.0	14	Holbrook
Random Forest	9	1.0	14	Holbrook
Random Forest	10	1.0	14	Holbrook
Random Forest	20	1.0	14	Holbrook
Random Forest	30	1.0	14	Holbrook
Random Forest	40	1.0	14	Holbrook
Random Forest	50	1.0	14	Holbrook
Random Forest	60	1.0	14	Holbrook
Random Forest	70	1.0	14	Holbrook
Random Forest	80	1.0	14	Holbrook
Random Forest	90	1.0	14	Holbrook
Random Forest	100	1.0	14	Holbrook
Random Forest	1	0.8204269568857262	-1	Wikipedia
Random Forest	2	0.9012138970280452	-1	Wikipedia
Random Forest	3	0.9217245709501883	-1	Wikipedia
Random Forest	4	0.9309334449560486	-1	Wikipedia
Random Forest	5	0.9380493930514859	-1	Wikipedia
Random Forest	6	0.9460025115110925	-1	Wikipedia
Random Forest	7	0.9522812892423608	-1	Wikipedia
Random Forest	8	0.9573043114273755	-1	Wikipedia
Random Forest	9	0.9593972373377982	-1	Wikipedia
Random Forest	10	0.9631645039765593	-1	Wikipedia
Random Forest	20	0.9711176224361657	-1	Wikipedia
Random Forest	30	0.9711176224361657	-1	Wikipedia
Random Forest	40	0.9711176224361657	-1	Wikipedia
Random Forest	50	0.9711176224361657	-1	Wikipedia
Random Forest	60	0.9711176224361657	-1	Wikipedia
Random Forest	70	0.9711176224361657	-1	Wikipedia
Random Forest	80	0.9711176224361657	-1	Wikipedia
Random Forest	90	0.9711176224361657	-1	Wikipedia
Random Forest	100	0.9711176224361657	-1	Wikipedia
Random Forest	1	1.0	2	Wikipedia
Random Forest	2	1.0	2	Wikipedia
Random Forest	3	1.0	2	Wikipedia
Random Forest	4	1.0	2	Wikipedia
Random Forest	5	1.0	2	Wikipedia
Random Forest	6	1.0	2	Wikipedia
Random Forest	7	1.0	2	Wikipedia
Random Forest	8	1.0	2	Wikipedia
Random Forest	9	1.0	2	Wikipedia
Random Forest	10	1.0	2	Wikipedia
Random Forest	20	1.0	2	Wikipedia
Random Forest	30	1.0	2	Wikipedia
Random Forest	40	1.0	2	Wikipedia
Random Forest	50	1.0	2	Wikipedia
Random Forest	60	1.0	2	Wikipedia
Random Forest	70	1.0	2	Wikipedia
Random Forest	80	1.0	2	Wikipedia
Random Forest	90	1.0	2	Wikipedia
Random Forest	100	1.0	2	Wikipedia
Random Forest	1	0.4	3	Wikipedia
Random Forest	2	0.4	3	Wikipedia
Random Forest	3	0.4	3	Wikipedia
Random Forest	4	0.4	3	Wikipedia
Random Forest	5	0.4	3	Wikipedia
Random Forest	6	0.4	3	Wikipedia
Random Forest	7	0.4	3	Wikipedia
Random Forest	8	0.4	3	Wikipedia
Random Forest	9	0.6	3	Wikipedia
Random Forest	10	0.6	3	Wikipedia
Random Forest	20	0.8	3	Wikipedia
Random Forest	30	0.8	3	Wikipedia
Random Forest	40	0.8	3	Wikipedia
Random Forest	50	0.8	3	Wikipedia
Random Forest	60	0.8	3	Wikipedia
Random Forest	70	0.8	3	Wikipedia
Random Forest	80	0.8	3	Wikipedia
Random Forest	90	0.8	3	Wikipedia
Random Forest	100	0.8	3	Wikipedia
Random Forest	1	0.6439393939393939	4	Wikipedia
Random Forest	2	0.7575757575757576	4	Wikipedia
Random Forest	3	0.8106060606060606	4	Wikipedia
Random Forest	4	0.8257575757575758	4	Wikipedia
Random Forest	5	0.8409090909090909	4	Wikipedia
Random Forest	6	0.8484848484848485	4	Wikipedia
Random Forest	7	0.8560606060606061	4	Wikipedia
Random Forest	8	0.8636363636363636	4	Wikipedia
Random Forest	9	0.8636363636363636	4	Wikipedia
Random Forest	10	0.8712121212121212	4	Wikipedia
Random Forest	20	0.9166666666666666	4	Wikipedia
Random Forest	30	0.9166666666666666	4	Wikipedia
Random Forest	40	0.9166666666666666	4	Wikipedia
Random Forest	50	0.9166666666666666	4	Wikipedia
Random Forest	60	0.9166666666666666	4	Wikipedia
Random Forest	70	0.9166666666666666	4	Wikipedia
Random Forest	80	0.9166666666666666	4	Wikipedia
Random Forest	90	0.9166666666666666	4	Wikipedia
Random Forest	100	0.9166666666666666	4	Wikipedia
Random Forest	1	0.5882352941176471	5	Wikipedia
Random Forest	2	0.7112299465240641	5	Wikipedia
Random Forest	3	0.7700534759358288	5	Wikipedia
Random Forest	4	0.8074866310160428	5	Wikipedia
Random Forest	5	0.839572192513369	5	Wikipedia
Random Forest	6	0.8502673796791443	5	Wikipedia
Random Forest	7	0.8716577540106952	5	Wikipedia
Random Forest	8	0.8983957219251337	5	Wikipedia
Random Forest	9	0.9037433155080213	5	Wikipedia
Random Forest	10	0.9358288770053476	5	Wikipedia
Random Forest	20	0.946524064171123	5	Wikipedia
Random Forest	30	0.946524064171123	5	Wikipedia
Random Forest	40	0.946524064171123	5	Wikipedia
Random Forest	50	0.946524064171123	5	Wikipedia
Random Forest	60	0.946524064171123	5	Wikipedia
Random Forest	70	0.946524064171123	5	Wikipedia
Random Forest	80	0.946524064171123	5	Wikipedia
Random Forest	90	0.946524064171123	5	Wikipedia
Random Forest	100	0.946524064171123	5	Wikipedia
Random Forest	1	0.7025641025641025	6	Wikipedia
Random Forest	2	0.7948717948717948	6	Wikipedia
Random Forest	3	0.8205128205128205	6	Wikipedia
Random Forest	4	0.8461538461538461	6	Wikipedia
Random Forest	5	0.8666666666666667	6	Wikipedia
Random Forest	6	0.8717948717948718	6	Wikipedia
Random Forest	7	0.882051282051282	6	Wikipedia
Random Forest	8	0.8974358974358975	6	Wikipedia
Random Forest	9	0.8974358974358975	6	Wikipedia
Random Forest	10	0.9076923076923077	6	Wikipedia
Random Forest	20	0.9230769230769231	6	Wikipedia
Random Forest	30	0.9230769230769231	6	Wikipedia
Random Forest	40	0.9230769230769231	6	Wikipedia
Random Forest	50	0.9230769230769231	6	Wikipedia
Random Forest	60	0.9230769230769231	6	Wikipedia
Random Forest	70	0.9230769230769231	6	Wikipedia
Random Forest	80	0.9230769230769231	6	Wikipedia
Random Forest	90	0.9230769230769231	6	Wikipedia
Random Forest	100	0.9230769230769231	6	Wikipedia
Random Forest	1	0.7816901408450704	7	Wikipedia
Random Forest	2	0.8943661971830986	7	Wikipedia
Random Forest	3	0.9225352112676056	7	Wikipedia
Random Forest	4	0.9330985915492958	7	Wikipedia
Random Forest	5	0.9366197183098591	7	Wikipedia
Random Forest	6	0.9471830985915493	7	Wikipedia
Random Forest	7	0.9577464788732394	7	Wikipedia
Random Forest	8	0.9612676056338029	7	Wikipedia
Random Forest	9	0.9647887323943662	7	Wikipedia
Random Forest	10	0.9647887323943662	7	Wikipedia
Random Forest	20	0.9753521126760564	7	Wikipedia
Random Forest	30	0.9753521126760564	7	Wikipedia
Random Forest	40	0.9753521126760564	7	Wikipedia
Random Forest	50	0.9753521126760564	7	Wikipedia
Random Forest	60	0.9753521126760564	7	Wikipedia
Random Forest	70	0.9753521126760564	7	Wikipedia
Random Forest	80	0.9753521126760564	7	Wikipedia
Random Forest	90	0.9753521126760564	7	Wikipedia
Random Forest	100	0.9753521126760564	7	Wikipedia
Random Forest	1	0.8571428571428571	8	Wikipedia
Random Forest	2	0.9243697478991597	8	Wikipedia
Random Forest	3	0.9467787114845938	8	Wikipedia
Random Forest	4	0.9551820728291317	8	Wikipedia
Random Forest	5	0.957983193277311	8	Wikipedia
Random Forest	6	0.9663865546218487	8	Wikipedia
Random Forest	7	0.9719887955182073	8	Wikipedia
Random Forest	8	0.9719887955182073	8	Wikipedia
Random Forest	9	0.9719887955182073	8	Wikipedia
Random Forest	10	0.9719887955182073	8	Wikipedia
Random Forest	20	0.9803921568627451	8	Wikipedia
Random Forest	30	0.9803921568627451	8	Wikipedia
Random Forest	40	0.9803921568627451	8	Wikipedia
Random Forest	50	0.9803921568627451	8	Wikipedia
Random Forest	60	0.9803921568627451	8	Wikipedia
Random Forest	70	0.9803921568627451	8	Wikipedia
Random Forest	80	0.9803921568627451	8	Wikipedia
Random Forest	90	0.9803921568627451	8	Wikipedia
Random Forest	100	0.9803921568627451	8	Wikipedia
Random Forest	1	0.8778625954198473	9	Wikipedia
Random Forest	2	0.9516539440203562	9	Wikipedia
Random Forest	3	0.9592875318066157	9	Wikipedia
Random Forest	4	0.9643765903307888	9	Wikipedia
Random Forest	5	0.9643765903307888	9	Wikipedia
Random Forest	6	0.9796437659033079	9	Wikipedia
Random Forest	7	0.9821882951653944	9	Wikipedia
Random Forest	8	0.9872773536895675	9	Wikipedia
Random Forest	9	0.989821882951654	9	Wikipedia
Random Forest	10	0.989821882951654	9	Wikipedia
Random Forest	20	0.989821882951654	9	Wikipedia
Random Forest	30	0.989821882951654	9	Wikipedia
Random Forest	40	0.989821882951654	9	Wikipedia
Random Forest	50	0.989821882951654	9	Wikipedia
Random Forest	60	0.989821882951654	9	Wikipedia
Random Forest	70	0.989821882951654	9	Wikipedia
Random Forest	80	0.989821882951654	9	Wikipedia
Random Forest	90	0.989821882951654	9	Wikipedia
Random Forest	100	0.989821882951654	9	Wikipedia
Random Forest	1	0.8823529411764706	10	Wikipedia
Random Forest	2	0.9529411764705882	10	Wikipedia
Random Forest	3	0.961764705882353	10	Wikipedia
Random Forest	4	0.961764705882353	10	Wikipedia
Random Forest	5	0.9647058823529412	10	Wikipedia
Random Forest	6	0.9705882352941176	10	Wikipedia
Random Forest	7	0.9735294117647059	10	Wikipedia
Random Forest	8	0.9735294117647059	10	Wikipedia
Random Forest	9	0.9764705882352941	10	Wikipedia
Random Forest	10	0.9764705882352941	10	Wikipedia
Random Forest	20	0.9794117647058823	10	Wikipedia
Random Forest	30	0.9794117647058823	10	Wikipedia
Random Forest	40	0.9794117647058823	10	Wikipedia
Random Forest	50	0.9794117647058823	10	Wikipedia
Random Forest	60	0.9794117647058823	10	Wikipedia
Random Forest	70	0.9794117647058823	10	Wikipedia
Random Forest	80	0.9794117647058823	10	Wikipedia
Random Forest	90	0.9794117647058823	10	Wikipedia
Random Forest	100	0.9794117647058823	10	Wikipedia
Random Forest	1	0.9227467811158798	11	Wikipedia
Random Forest	2	0.9699570815450643	11	Wikipedia
Random Forest	3	0.9742489270386266	11	Wikipedia
Random Forest	4	0.9742489270386266	11	Wikipedia
Random Forest	5	0.9828326180257511	11	Wikipedia
Random Forest	6	0.9828326180257511	11	Wikipedia
Random Forest	7	0.9828326180257511	11	Wikipedia
Random Forest	8	0.9828326180257511	11	Wikipedia
Random Forest	9	0.9828326180257511	11	Wikipedia
Random Forest	10	0.9828326180257511	11	Wikipedia
Random Forest	20	0.9828326180257511	11	Wikipedia
Random Forest	30	0.9828326180257511	11	Wikipedia
Random Forest	40	0.9828326180257511	11	Wikipedia
Random Forest	50	0.9828326180257511	11	Wikipedia
Random Forest	60	0.9828326180257511	11	Wikipedia
Random Forest	70	0.9828326180257511	11	Wikipedia
Random Forest	80	0.9828326180257511	11	Wikipedia
Random Forest	90	0.9828326180257511	11	Wikipedia
Random Forest	100	0.9828326180257511	11	Wikipedia
