Algorithm	Rank	Accuracy	Non-word Length	Corpus
Random Forest	50	0.993103448275862	12	Wikipedia
Random Forest	60	0.993103448275862	12	Wikipedia
Random Forest	70	0.993103448275862	12	Wikipedia
Random Forest	80	0.993103448275862	12	Wikipedia
Random Forest	90	0.993103448275862	12	Wikipedia
Random Forest	100	0.993103448275862	12	Wikipedia
Random Forest	1	0.9054054054054054	13	Wikipedia
Random Forest	2	0.972972972972973	13	Wikipedia
Random Forest	3	0.9864864864864865	13	Wikipedia
Random Forest	4	0.9864864864864865	13	Wikipedia
Random Forest	5	0.9864864864864865	13	Wikipedia
Random Forest	6	0.9864864864864865	13	Wikipedia
Random Forest	7	0.9864864864864865	13	Wikipedia
Random Forest	8	0.9864864864864865	13	Wikipedia
Random Forest	9	0.9864864864864865	13	Wikipedia
Random Forest	10	0.9864864864864865	13	Wikipedia
Random Forest	20	0.9864864864864865	13	Wikipedia
Random Forest	30	0.9864864864864865	13	Wikipedia
Random Forest	40	0.9864864864864865	13	Wikipedia
Random Forest	50	0.9864864864864865	13	Wikipedia
Random Forest	60	0.9864864864864865	13	Wikipedia
Random Forest	70	0.9864864864864865	13	Wikipedia
Random Forest	80	0.9864864864864865	13	Wikipedia
Random Forest	90	0.9864864864864865	13	Wikipedia
Random Forest	100	0.9864864864864865	13	Wikipedia
Random Forest	1	0.7666666666666667	14	Wikipedia
Random Forest	2	0.8666666666666667	14	Wikipedia
Random Forest	3	0.9333333333333333	14	Wikipedia
Random Forest	4	0.9333333333333333	14	Wikipedia
Random Forest	5	0.9333333333333333	14	Wikipedia
Random Forest	6	0.9666666666666667	14	Wikipedia
Random Forest	7	0.9666666666666667	14	Wikipedia
Random Forest	8	0.9666666666666667	14	Wikipedia
Random Forest	9	0.9666666666666667	14	Wikipedia
Random Forest	10	0.9666666666666667	14	Wikipedia
Random Forest	20	0.9666666666666667	14	Wikipedia
Random Forest	30	0.9666666666666667	14	Wikipedia
Random Forest	40	0.9666666666666667	14	Wikipedia
Random Forest	50	0.9666666666666667	14	Wikipedia
Random Forest	60	0.9666666666666667	14	Wikipedia
Random Forest	70	0.9666666666666667	14	Wikipedia
Random Forest	80	0.9666666666666667	14	Wikipedia
Random Forest	90	0.9666666666666667	14	Wikipedia
Random Forest	100	0.9666666666666667	14	Wikipedia
Random Forest	1	1.0	15	Wikipedia
Random Forest	2	1.0	15	Wikipedia
Random Forest	3	1.0	15	Wikipedia
Random Forest	4	1.0	15	Wikipedia
Random Forest	5	1.0	15	Wikipedia
Random Forest	6	1.0	15	Wikipedia
Random Forest	7	1.0	15	Wikipedia
Random Forest	8	1.0	15	Wikipedia
Random Forest	9	1.0	15	Wikipedia
Random Forest	10	1.0	15	Wikipedia
Random Forest	20	1.0	15	Wikipedia
Random Forest	30	1.0	15	Wikipedia
Random Forest	40	1.0	15	Wikipedia
Random Forest	50	1.0	15	Wikipedia
Random Forest	60	1.0	15	Wikipedia
Random Forest	70	1.0	15	Wikipedia
Random Forest	80	1.0	15	Wikipedia
Random Forest	90	1.0	15	Wikipedia
Random Forest	100	1.0	15	Wikipedia
Random Forest	1	1.0	16	Wikipedia
Random Forest	2	1.0	16	Wikipedia
Random Forest	3	1.0	16	Wikipedia
Random Forest	4	1.0	16	Wikipedia
Random Forest	5	1.0	16	Wikipedia
Random Forest	6	1.0	16	Wikipedia
Random Forest	7	1.0	16	Wikipedia
Random Forest	8	1.0	16	Wikipedia
Random Forest	9	1.0	16	Wikipedia
Random Forest	10	1.0	16	Wikipedia
Random Forest	20	1.0	16	Wikipedia
Random Forest	30	1.0	16	Wikipedia
Random Forest	40	1.0	16	Wikipedia
Random Forest	50	1.0	16	Wikipedia
Random Forest	60	1.0	16	Wikipedia
Random Forest	70	1.0	16	Wikipedia
Random Forest	80	1.0	16	Wikipedia
Random Forest	90	1.0	16	Wikipedia
Random Forest	100	1.0	16	Wikipedia
Random Forest	1	0.0	17	Wikipedia
Random Forest	2	0.0	17	Wikipedia
Random Forest	3	0.0	17	Wikipedia
Random Forest	4	0.0	17	Wikipedia
Random Forest	5	0.0	17	Wikipedia
Random Forest	6	0.0	17	Wikipedia
Random Forest	7	0.0	17	Wikipedia
Random Forest	8	0.0	17	Wikipedia
Random Forest	9	0.0	17	Wikipedia
Random Forest	10	0.0	17	Wikipedia
Random Forest	20	0.0	17	Wikipedia
Random Forest	30	0.0	17	Wikipedia
Random Forest	40	0.0	17	Wikipedia
Random Forest	50	0.0	17	Wikipedia
Random Forest	60	0.0	17	Wikipedia
Random Forest	70	0.0	17	Wikipedia
Random Forest	80	0.0	17	Wikipedia
Random Forest	90	0.0	17	Wikipedia
Random Forest	100	0.0	17	Wikipedia
Random Forest	1	0.0	18	Wikipedia
Random Forest	2	0.0	18	Wikipedia
Random Forest	3	0.0	18	Wikipedia
Random Forest	4	0.0	18	Wikipedia
Random Forest	5	0.0	18	Wikipedia
Random Forest	6	0.0	18	Wikipedia
Random Forest	7	0.0	18	Wikipedia
Random Forest	8	0.0	18	Wikipedia
Random Forest	9	0.0	18	Wikipedia
Random Forest	10	0.0	18	Wikipedia
Random Forest	20	0.0	18	Wikipedia
Random Forest	30	0.0	18	Wikipedia
Random Forest	40	0.0	18	Wikipedia
Random Forest	50	0.0	18	Wikipedia
Random Forest	60	0.0	18	Wikipedia
Random Forest	70	0.0	18	Wikipedia
Random Forest	80	0.0	18	Wikipedia
Random Forest	90	0.0	18	Wikipedia
Random Forest	100	0.0	18	Wikipedia
Random Forest	1	1.0	19	Wikipedia
Random Forest	2	1.0	19	Wikipedia
Random Forest	3	1.0	19	Wikipedia
Random Forest	4	1.0	19	Wikipedia
Random Forest	5	1.0	19	Wikipedia
Random Forest	6	1.0	19	Wikipedia
Random Forest	7	1.0	19	Wikipedia
Random Forest	8	1.0	19	Wikipedia
Random Forest	9	1.0	19	Wikipedia
Random Forest	10	1.0	19	Wikipedia
Random Forest	20	1.0	19	Wikipedia
Random Forest	30	1.0	19	Wikipedia
Random Forest	40	1.0	19	Wikipedia
Random Forest	50	1.0	19	Wikipedia
Random Forest	60	1.0	19	Wikipedia
Random Forest	70	1.0	19	Wikipedia
Random Forest	80	1.0	19	Wikipedia
Random Forest	90	1.0	19	Wikipedia
Random Forest	100	1.0	19	Wikipedia
Random Forest	1	0.39094199848472094	-1	Birbeck
Random Forest	2	0.4647136403176474	-1	Birbeck
Random Forest	3	0.49959311951062096	-1	Birbeck
Random Forest	4	0.5217891517243315	-1	Birbeck
Random Forest	5	0.5387939501080338	-1	Birbeck
Random Forest	6	0.5692398350029464	-1	Birbeck
Random Forest	7	0.5774055055139321	-1	Birbeck
Random Forest	8	0.5816707354715605	-1	Birbeck
Random Forest	9	0.5859920868759997	-1	Birbeck
Random Forest	10	0.5892751915144372	-1	Birbeck
Random Forest	20	0.6036142211746219	-1	Birbeck
Random Forest	30	0.6036142211746219	-1	Birbeck
Random Forest	40	0.6036142211746219	-1	Birbeck
Random Forest	50	0.6036142211746219	-1	Birbeck
Random Forest	60	0.6036142211746219	-1	Birbeck
Random Forest	70	0.6036142211746219	-1	Birbeck
Random Forest	80	0.6036142211746219	-1	Birbeck
Random Forest	90	0.6036142211746219	-1	Birbeck
Random Forest	100	0.6036142211746219	-1	Birbeck
Random Forest	1	0.024390243902439025	1	Birbeck
Random Forest	2	0.0975609756097561	1	Birbeck
Random Forest	3	0.14634146341463414	1	Birbeck
Random Forest	4	0.14634146341463414	1	Birbeck
Random Forest	5	0.14634146341463414	1	Birbeck
Random Forest	6	0.14634146341463414	1	Birbeck
Random Forest	7	0.14634146341463414	1	Birbeck
Random Forest	8	0.14634146341463414	1	Birbeck
Random Forest	9	0.14634146341463414	1	Birbeck
Random Forest	10	0.14634146341463414	1	Birbeck
Random Forest	20	0.17073170731707318	1	Birbeck
Random Forest	30	0.17073170731707318	1	Birbeck
Random Forest	40	0.17073170731707318	1	Birbeck
Random Forest	50	0.17073170731707318	1	Birbeck
Random Forest	60	0.17073170731707318	1	Birbeck
Random Forest	70	0.17073170731707318	1	Birbeck
Random Forest	80	0.17073170731707318	1	Birbeck
Random Forest	90	0.17073170731707318	1	Birbeck
Random Forest	100	0.17073170731707318	1	Birbeck
Random Forest	1	0.10357142857142858	2	Birbeck
Random Forest	2	0.16785714285714284	2	Birbeck
Random Forest	3	0.18571428571428572	2	Birbeck
Random Forest	4	0.2	2	Birbeck
Random Forest	5	0.21071428571428572	2	Birbeck
Random Forest	6	0.21428571428571427	2	Birbeck
Random Forest	7	0.21428571428571427	2	Birbeck
Random Forest	8	0.21428571428571427	2	Birbeck
Random Forest	9	0.23214285714285715	2	Birbeck
Random Forest	10	0.24285714285714285	2	Birbeck
Random Forest	20	0.26785714285714285	2	Birbeck
Random Forest	30	0.26785714285714285	2	Birbeck
Random Forest	40	0.26785714285714285	2	Birbeck
Random Forest	50	0.26785714285714285	2	Birbeck
Random Forest	60	0.26785714285714285	2	Birbeck
Random Forest	70	0.26785714285714285	2	Birbeck
Random Forest	80	0.26785714285714285	2	Birbeck
Random Forest	90	0.26785714285714285	2	Birbeck
Random Forest	100	0.26785714285714285	2	Birbeck
Random Forest	1	0.12246376811594203	3	Birbeck
Random Forest	2	0.1855072463768116	3	Birbeck
Random Forest	3	0.22971014492753622	3	Birbeck
Random Forest	4	0.2514492753623188	3	Birbeck
Random Forest	5	0.2688405797101449	3	Birbeck
Random Forest	6	0.2855072463768116	3	Birbeck
Random Forest	7	0.2956521739130435	3	Birbeck
Random Forest	8	0.3065217391304348	3	Birbeck
Random Forest	9	0.322463768115942	3	Birbeck
Random Forest	10	0.3391304347826087	3	Birbeck
Random Forest	20	0.42028985507246375	3	Birbeck
Random Forest	30	0.42028985507246375	3	Birbeck
Random Forest	40	0.42028985507246375	3	Birbeck
Random Forest	50	0.42028985507246375	3	Birbeck
Random Forest	60	0.42028985507246375	3	Birbeck
Random Forest	70	0.42028985507246375	3	Birbeck
Random Forest	80	0.42028985507246375	3	Birbeck
Random Forest	90	0.42028985507246375	3	Birbeck
Random Forest	100	0.42028985507246375	3	Birbeck
Random Forest	1	0.1518987341772152	4	Birbeck
Random Forest	2	0.22692188947205927	4	Birbeck
Random Forest	3	0.26582278481012656	4	Birbeck
Random Forest	4	0.2892868169188021	4	Birbeck
Random Forest	5	0.302562519296079	4	Birbeck
Random Forest	6	0.3152207471441803	4	Birbeck
Random Forest	7	0.3257178141401667	4	Birbeck
Random Forest	8	0.33806730472368013	4	Birbeck
Random Forest	9	0.35226921889472057	4	Birbeck
Random Forest	10	0.366471133065761	4	Birbeck
Random Forest	20	0.4322321704229701	4	Birbeck
Random Forest	30	0.4322321704229701	4	Birbeck
Random Forest	40	0.4322321704229701	4	Birbeck
Random Forest	50	0.4322321704229701	4	Birbeck
Random Forest	60	0.4322321704229701	4	Birbeck
Random Forest	70	0.4322321704229701	4	Birbeck
Random Forest	80	0.4322321704229701	4	Birbeck
Random Forest	90	0.4322321704229701	4	Birbeck
Random Forest	100	0.4322321704229701	4	Birbeck
Random Forest	1	0.25806451612903225	5	Birbeck
Random Forest	2	0.3257208107336569	5	Birbeck
Random Forest	3	0.3625463888095918	5	Birbeck
Random Forest	4	0.3893805309734513	5	Birbeck
Random Forest	5	0.40707964601769914	5	Birbeck
Random Forest	6	0.41792749072223806	5	Birbeck
Random Forest	7	0.42848986582928916	5	Birbeck
Random Forest	8	0.43163003140165573	5	Birbeck
Random Forest	9	0.43762489294890095	5	Birbeck
Random Forest	10	0.44390522409363403	5	Birbeck
Random Forest	20	0.47245218384242077	5	Birbeck
Random Forest	30	0.47245218384242077	5	Birbeck
Random Forest	40	0.47245218384242077	5	Birbeck
Random Forest	50	0.47245218384242077	5	Birbeck
Random Forest	60	0.47245218384242077	5	Birbeck
Random Forest	70	0.47245218384242077	5	Birbeck
Random Forest	80	0.47245218384242077	5	Birbeck
Random Forest	90	0.47245218384242077	5	Birbeck
Random Forest	100	0.47245218384242077	5	Birbeck
Random Forest	1	0.3108433734939759	6	Birbeck
Random Forest	2	0.3836144578313253	6	Birbeck
Random Forest	3	0.4207228915662651	6	Birbeck
Random Forest	4	0.43855421686746987	6	Birbeck
Random Forest	5	0.4508433734939759	6	Birbeck
Random Forest	6	0.464578313253012	6	Birbeck
Random Forest	7	0.4763855421686747	6	Birbeck
Random Forest	8	0.4836144578313253	6	Birbeck
Random Forest	9	0.4903614457831325	6	Birbeck
Random Forest	10	0.49301204819277106	6	Birbeck
Random Forest	20	0.5065060240963856	6	Birbeck
Random Forest	30	0.5065060240963856	6	Birbeck
Random Forest	40	0.5065060240963856	6	Birbeck
Random Forest	50	0.5065060240963856	6	Birbeck
Random Forest	60	0.5065060240963856	6	Birbeck
Random Forest	70	0.5065060240963856	6	Birbeck
Random Forest	80	0.5065060240963856	6	Birbeck
Random Forest	90	0.5065060240963856	6	Birbeck
Random Forest	100	0.5065060240963856	6	Birbeck
Random Forest	1	0.3743466898954704	7	Birbeck
Random Forest	2	0.4496951219512195	7	Birbeck
Random Forest	3	0.4886759581881533	7	Birbeck
Random Forest	4	0.5108885017421603	7	Birbeck
Random Forest	5	0.5285278745644599	7	Birbeck
Random Forest	6	0.5511759581881533	7	Birbeck
Random Forest	7	0.5609756097560976	7	Birbeck
Random Forest	8	0.5655487804878049	7	Birbeck
Random Forest	9	0.5692508710801394	7	Birbeck
Random Forest	10	0.5705574912891986	7	Birbeck
Random Forest	20	0.5742595818815331	7	Birbeck
Random Forest	30	0.5742595818815331	7	Birbeck
Random Forest	40	0.5742595818815331	7	Birbeck
Random Forest	50	0.5742595818815331	7	Birbeck
Random Forest	60	0.5742595818815331	7	Birbeck
Random Forest	70	0.5742595818815331	7	Birbeck
Random Forest	80	0.5742595818815331	7	Birbeck
Random Forest	90	0.5742595818815331	7	Birbeck
Random Forest	100	0.5742595818815331	7	Birbeck
Random Forest	1	0.4271743653766126	8	Birbeck
Random Forest	2	0.5024968789013733	8	Birbeck
Random Forest	3	0.5359966708281315	8	Birbeck
Random Forest	4	0.5561797752808989	8	Birbeck
Random Forest	5	0.5722014148980441	8	Birbeck
Random Forest	6	0.605076987099459	8	Birbeck
Random Forest	7	0.6117353308364545	8	Birbeck
Random Forest	8	0.6156887224302955	8	Birbeck
Random Forest	9	0.6175613816063255	8	Birbeck
Random Forest	10	0.6179775280898876	8	Birbeck
Random Forest	20	0.6190178942987932	8	Birbeck
Random Forest	30	0.6190178942987932	8	Birbeck
Random Forest	40	0.6190178942987932	8	Birbeck
Random Forest	50	0.6190178942987932	8	Birbeck
Random Forest	60	0.6190178942987932	8	Birbeck
Random Forest	70	0.6190178942987932	8	Birbeck
Random Forest	80	0.6190178942987932	8	Birbeck
Random Forest	90	0.6190178942987932	8	Birbeck
Random Forest	100	0.6190178942987932	8	Birbeck
Random Forest	1	0.4764409379793995	9	Birbeck
Random Forest	2	0.5509533201840894	9	Birbeck
Random Forest	3	0.5855796625027394	9	Birbeck
Random Forest	4	0.611439842209073	9	Birbeck
Random Forest	5	0.6324786324786325	9	Birbeck
Random Forest	6	0.6721455182993644	9	Birbeck
Random Forest	7	0.6776243699320622	9	Birbeck
Random Forest	8	0.6787201402586018	9	Birbeck
Random Forest	9	0.6789392943239098	9	Birbeck
Random Forest	10	0.6793776024545255	9	Birbeck
Random Forest	20	0.6793776024545255	9	Birbeck
Random Forest	30	0.6793776024545255	9	Birbeck
Random Forest	40	0.6793776024545255	9	Birbeck
Random Forest	50	0.6793776024545255	9	Birbeck
Random Forest	60	0.6793776024545255	9	Birbeck
Random Forest	70	0.6793776024545255	9	Birbeck
Random Forest	80	0.6793776024545255	9	Birbeck
Random Forest	90	0.6793776024545255	9	Birbeck
Random Forest	100	0.6793776024545255	9	Birbeck
Random Forest	1	0.523117569352708	10	Birbeck
Random Forest	2	0.602113606340819	10	Birbeck
Random Forest	3	0.6319682959048877	10	Birbeck
Random Forest	4	0.6533685601056803	10	Birbeck
Random Forest	5	0.6742404227212682	10	Birbeck
Random Forest	6	0.7220607661822985	10	Birbeck
Random Forest	7	0.727344782034346	10	Birbeck
Random Forest	8	0.7278731836195509	10	Birbeck
Random Forest	9	0.7284015852047556	10	Birbeck
Random Forest	10	0.7289299867899603	10	Birbeck
Random Forest	20	0.7289299867899603	10	Birbeck
Random Forest	30	0.7289299867899603	10	Birbeck
Random Forest	40	0.7289299867899603	10	Birbeck
Random Forest	50	0.7289299867899603	10	Birbeck
Random Forest	60	0.7289299867899603	10	Birbeck
Random Forest	70	0.7289299867899603	10	Birbeck
Random Forest	80	0.7289299867899603	10	Birbeck
Random Forest	90	0.7289299867899603	10	Birbeck
Random Forest	100	0.7289299867899603	10	Birbeck
Random Forest	1	0.5698884758364312	11	Birbeck
Random Forest	2	0.6505576208178439	11	Birbeck
Random Forest	3	0.6840148698884758	11	Birbeck
Random Forest	4	0.7052044609665428	11	Birbeck
Random Forest	5	0.7197026022304833	11	Birbeck
Random Forest	6	0.7776951672862453	11	Birbeck
Random Forest	7	0.7825278810408922	11	Birbeck
Random Forest	8	0.7836431226765799	11	Birbeck
Random Forest	9	0.7836431226765799	11	Birbeck
Random Forest	10	0.7836431226765799	11	Birbeck
Random Forest	20	0.7836431226765799	11	Birbeck
Random Forest	30	0.7836431226765799	11	Birbeck
Random Forest	40	0.7836431226765799	11	Birbeck
Random Forest	50	0.7836431226765799	11	Birbeck
Random Forest	60	0.7836431226765799	11	Birbeck
Random Forest	70	0.7836431226765799	11	Birbeck
Random Forest	80	0.7836431226765799	11	Birbeck
Random Forest	90	0.7836431226765799	11	Birbeck
Random Forest	100	0.7836431226765799	11	Birbeck
Random Forest	1	0.5994494150034412	12	Birbeck
Random Forest	2	0.6689607708189952	12	Birbeck
Random Forest	3	0.6964900206469373	12	Birbeck
Random Forest	4	0.7212663454920853	12	Birbeck
Random Forest	5	0.7439779766001376	12	Birbeck
Random Forest	6	0.8072952512044047	12	Birbeck
Random Forest	7	0.8155540261527874	12	Birbeck
Random Forest	8	0.8189951823812801	12	Birbeck
Random Forest	9	0.8203716448726772	12	Birbeck
Random Forest	10	0.8203716448726772	12	Birbeck
Random Forest	20	0.8203716448726772	12	Birbeck
Random Forest	30	0.8203716448726772	12	Birbeck
Random Forest	40	0.8203716448726772	12	Birbeck
Random Forest	50	0.8203716448726772	12	Birbeck
Random Forest	60	0.8203716448726772	12	Birbeck
Random Forest	70	0.8203716448726772	12	Birbeck
Random Forest	80	0.8203716448726772	12	Birbeck
Random Forest	90	0.8203716448726772	12	Birbeck
Random Forest	100	0.8203716448726772	12	Birbeck
Random Forest	1	0.6288951841359773	13	Birbeck
Random Forest	2	0.6954674220963173	13	Birbeck
Random Forest	3	0.7152974504249292	13	Birbeck
Random Forest	4	0.7280453257790368	13	Birbeck
Random Forest	5	0.7492917847025495	13	Birbeck
Random Forest	6	0.7932011331444759	13	Birbeck
Random Forest	7	0.8016997167138811	13	Birbeck
Random Forest	8	0.8016997167138811	13	Birbeck
Random Forest	9	0.8031161473087819	13	Birbeck
Random Forest	10	0.8031161473087819	13	Birbeck
Random Forest	20	0.8031161473087819	13	Birbeck
Random Forest	30	0.8031161473087819	13	Birbeck
Random Forest	40	0.8031161473087819	13	Birbeck
Random Forest	50	0.8031161473087819	13	Birbeck
Random Forest	60	0.8031161473087819	13	Birbeck
Random Forest	70	0.8031161473087819	13	Birbeck
Random Forest	80	0.8031161473087819	13	Birbeck
Random Forest	90	0.8031161473087819	13	Birbeck
Random Forest	100	0.8031161473087819	13	Birbeck
Random Forest	1	0.5784313725490197	14	Birbeck
Random Forest	2	0.6405228758169934	14	Birbeck
Random Forest	3	0.6601307189542484	14	Birbeck
Random Forest	4	0.6928104575163399	14	Birbeck
Random Forest	5	0.6993464052287581	14	Birbeck
Random Forest	6	0.7549019607843137	14	Birbeck
Random Forest	7	0.7647058823529411	14	Birbeck
Random Forest	8	0.7679738562091504	14	Birbeck
Random Forest	9	0.7679738562091504	14	Birbeck
Random Forest	10	0.7679738562091504	14	Birbeck
Random Forest	20	0.7679738562091504	14	Birbeck
Random Forest	30	0.7679738562091504	14	Birbeck
Random Forest	40	0.7679738562091504	14	Birbeck
Random Forest	50	0.7679738562091504	14	Birbeck
Random Forest	60	0.7679738562091504	14	Birbeck
Random Forest	70	0.7679738562091504	14	Birbeck
Random Forest	80	0.7679738562091504	14	Birbeck
Random Forest	90	0.7679738562091504	14	Birbeck
Random Forest	100	0.7679738562091504	14	Birbeck
Random Forest	1	0.6857142857142857	15	Birbeck
Random Forest	2	0.7428571428571429	15	Birbeck
Random Forest	3	0.7904761904761904	15	Birbeck
Random Forest	4	0.8	15	Birbeck
Random Forest	5	0.8	15	Birbeck
Random Forest	6	0.8380952380952381	15	Birbeck
Random Forest	7	0.8476190476190476	15	Birbeck
Random Forest	8	0.8476190476190476	15	Birbeck
Random Forest	9	0.8476190476190476	15	Birbeck
Random Forest	10	0.8476190476190476	15	Birbeck
Random Forest	20	0.8476190476190476	15	Birbeck
Random Forest	30	0.8476190476190476	15	Birbeck
Random Forest	40	0.8476190476190476	15	Birbeck
Random Forest	50	0.8476190476190476	15	Birbeck
Random Forest	60	0.8476190476190476	15	Birbeck
Random Forest	70	0.8476190476190476	15	Birbeck
Random Forest	80	0.8476190476190476	15	Birbeck
Random Forest	90	0.8476190476190476	15	Birbeck
Random Forest	100	0.8476190476190476	15	Birbeck
Random Forest	1	0.625	16	Birbeck
Random Forest	2	0.6875	16	Birbeck
Random Forest	3	0.6875	16	Birbeck
Random Forest	4	0.75	16	Birbeck
Random Forest	5	0.78125	16	Birbeck
Random Forest	6	0.8125	16	Birbeck
Random Forest	7	0.8125	16	Birbeck
Random Forest	8	0.8125	16	Birbeck
Random Forest	9	0.8125	16	Birbeck
Random Forest	10	0.8125	16	Birbeck
Random Forest	20	0.8125	16	Birbeck
Random Forest	30	0.8125	16	Birbeck
Random Forest	40	0.8125	16	Birbeck
Random Forest	50	0.8125	16	Birbeck
Random Forest	60	0.8125	16	Birbeck
Random Forest	70	0.8125	16	Birbeck
Random Forest	80	0.8125	16	Birbeck
Random Forest	90	0.8125	16	Birbeck
Random Forest	100	0.8125	16	Birbeck
Random Forest	1	0.8	17	Birbeck
Random Forest	2	0.8	17	Birbeck
Random Forest	3	0.8	17	Birbeck
Random Forest	4	0.8	17	Birbeck
Random Forest	5	0.8	17	Birbeck
Random Forest	6	0.8	17	Birbeck
Random Forest	7	0.8	17	Birbeck
Random Forest	8	0.8	17	Birbeck
Random Forest	9	0.8	17	Birbeck
Random Forest	10	0.8	17	Birbeck
Random Forest	20	0.8	17	Birbeck
Random Forest	30	0.8	17	Birbeck
Random Forest	40	0.8	17	Birbeck
Random Forest	50	0.8	17	Birbeck
Random Forest	60	0.8	17	Birbeck
Random Forest	70	0.8	17	Birbeck
Random Forest	80	0.8	17	Birbeck
Random Forest	90	0.8	17	Birbeck
Random Forest	100	0.8	17	Birbeck
Random Forest	1	0.0	18	Birbeck
Random Forest	2	0.0	18	Birbeck
Random Forest	3	0.0	18	Birbeck
Random Forest	4	0.0	18	Birbeck
Random Forest	5	0.0	18	Birbeck
Random Forest	6	0.0	18	Birbeck
Random Forest	7	0.0	18	Birbeck
Random Forest	8	0.0	18	Birbeck
Random Forest	9	0.0	18	Birbeck
Random Forest	10	0.0	18	Birbeck
Random Forest	20	0.0	18	Birbeck
Random Forest	30	0.0	18	Birbeck
Random Forest	40	0.0	18	Birbeck
Random Forest	50	0.0	18	Birbeck
Random Forest	60	0.0	18	Birbeck
Random Forest	70	0.0	18	Birbeck
Random Forest	80	0.0	18	Birbeck
Random Forest	90	0.0	18	Birbeck
Random Forest	100	0.0	18	Birbeck
Random Forest	1	0.6418786692759295	-1	Aspell
Random Forest	2	0.7338551859099804	-1	Aspell
Random Forest	3	0.7808219178082192	-1	Aspell
Random Forest	4	0.7945205479452054	-1	Aspell
Random Forest	5	0.8043052837573386	-1	Aspell
Random Forest	6	0.821917808219178	-1	Aspell
Random Forest	7	0.8297455968688845	-1	Aspell
Random Forest	8	0.837573385518591	-1	Aspell
Random Forest	9	0.8512720156555773	-1	Aspell
Random Forest	10	0.8532289628180039	-1	Aspell
Random Forest	20	0.8767123287671232	-1	Aspell
Random Forest	30	0.8767123287671232	-1	Aspell
Random Forest	40	0.8767123287671232	-1	Aspell
Random Forest	50	0.8767123287671232	-1	Aspell
Random Forest	60	0.8767123287671232	-1	Aspell
Random Forest	70	0.8767123287671232	-1	Aspell
Random Forest	80	0.8767123287671232	-1	Aspell
Random Forest	90	0.8767123287671232	-1	Aspell
Random Forest	100	0.8767123287671232	-1	Aspell
Random Forest	1	0.25	3	Aspell
Random Forest	2	0.3333333333333333	3	Aspell
Random Forest	3	0.5833333333333334	3	Aspell
Random Forest	4	0.5833333333333334	3	Aspell
Random Forest	5	0.5833333333333334	3	Aspell
Random Forest	6	0.5833333333333334	3	Aspell
Random Forest	7	0.5833333333333334	3	Aspell
Random Forest	8	0.5833333333333334	3	Aspell
Random Forest	9	0.5833333333333334	3	Aspell
Random Forest	10	0.5833333333333334	3	Aspell
Random Forest	20	0.9166666666666666	3	Aspell
Random Forest	30	0.9166666666666666	3	Aspell
Random Forest	40	0.9166666666666666	3	Aspell
Random Forest	50	0.9166666666666666	3	Aspell
Random Forest	60	0.9166666666666666	3	Aspell
Random Forest	70	0.9166666666666666	3	Aspell
Random Forest	80	0.9166666666666666	3	Aspell
Random Forest	90	0.9166666666666666	3	Aspell
Random Forest	100	0.9166666666666666	3	Aspell
Random Forest	1	0.5	4	Aspell
Random Forest	2	0.5454545454545454	4	Aspell
Random Forest	3	0.5454545454545454	4	Aspell
Random Forest	4	0.5454545454545454	4	Aspell
Random Forest	5	0.5454545454545454	4	Aspell
Random Forest	6	0.5454545454545454	4	Aspell
Random Forest	7	0.5454545454545454	4	Aspell
Random Forest	8	0.5454545454545454	4	Aspell
Random Forest	9	0.5909090909090909	4	Aspell
Random Forest	10	0.5909090909090909	4	Aspell
Random Forest	20	0.8181818181818182	4	Aspell
Random Forest	30	0.8181818181818182	4	Aspell
Random Forest	40	0.8181818181818182	4	Aspell
Random Forest	50	0.8181818181818182	4	Aspell
Random Forest	60	0.8181818181818182	4	Aspell
Random Forest	70	0.8181818181818182	4	Aspell
Random Forest	80	0.8181818181818182	4	Aspell
Random Forest	90	0.8181818181818182	4	Aspell
Random Forest	100	0.8181818181818182	4	Aspell
Random Forest	1	0.559322033898305	5	Aspell
Random Forest	2	0.6440677966101694	5	Aspell
Random Forest	3	0.7457627118644068	5	Aspell
Random Forest	4	0.7627118644067796	5	Aspell
Random Forest	5	0.7627118644067796	5	Aspell
Random Forest	6	0.7627118644067796	5	Aspell
Random Forest	7	0.7796610169491526	5	Aspell
Random Forest	8	0.8135593220338984	5	Aspell
Random Forest	9	0.864406779661017	5	Aspell
Random Forest	10	0.864406779661017	5	Aspell
Random Forest	20	0.8983050847457628	5	Aspell
Random Forest	30	0.8983050847457628	5	Aspell
Random Forest	40	0.8983050847457628	5	Aspell
Random Forest	50	0.8983050847457628	5	Aspell
Random Forest	60	0.8983050847457628	5	Aspell
Random Forest	70	0.8983050847457628	5	Aspell
Random Forest	80	0.8983050847457628	5	Aspell
Random Forest	90	0.8983050847457628	5	Aspell
Random Forest	100	0.8983050847457628	5	Aspell
Random Forest	1	0.47368421052631576	6	Aspell
Random Forest	2	0.5614035087719298	6	Aspell
Random Forest	3	0.6140350877192983	6	Aspell
Random Forest	4	0.631578947368421	6	Aspell
Random Forest	5	0.6491228070175439	6	Aspell
Random Forest	6	0.6666666666666666	6	Aspell
Random Forest	7	0.6842105263157895	6	Aspell
Random Forest	8	0.7017543859649122	6	Aspell
Random Forest	9	0.7543859649122807	6	Aspell
Random Forest	10	0.7543859649122807	6	Aspell
